Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
2015-01-02 00:00:00+00:00,173.1737518310547,205.42999267578125,206.8800048828125,204.17999267578125,206.3800048828125,121465900
2015-01-05 00:00:00+00:00,170.04627990722656,201.72000122070312,204.3699951171875,201.35000610351562,204.1699981689453,169632600
2015-01-06 00:00:00+00:00,168.44464111328125,199.82000732421875,202.72000122070312,198.86000061035156,202.08999633789062,209151400
2015-01-07 00:00:00+00:00,170.54367065429688,202.30999755859375,202.72000122070312,200.8800048828125,201.4199981689453,125346700
2015-01-08 00:00:00+00:00,173.5699462890625,205.89999389648438,206.16000366210938,203.99000549316406,204.00999450683594,147217800
2015-01-09 00:00:00+00:00,172.1790771484375,204.25,206.4199981689453,203.50999450683594,206.39999389648438,158567300
2015-01-12 00:00:00+00:00,170.83030700683594,202.64999389648438,204.60000610351562,201.9199981689453,204.41000366210938,144396100
2015-01-13 00:00:00+00:00,170.3497772216797,202.0800018310547,205.47999572753906,200.50999450683594,204.1199951171875,214553300
2015-01-14 00:00:00+00:00,169.3213653564453,200.86000061035156,201.10000610351562,198.57000732421875,199.64999389648438,192991100
2015-01-15 00:00:00+00:00,167.77024841308594,199.02000427246094,202.00999450683594,198.8800048828125,201.6300048828125,176613900
2015-01-16 00:00:00+00:00,169.97044372558594,201.6300048828125,201.82000732421875,198.5500030517578,198.77000427246094,211879600
2015-01-20 00:00:00+00:00,170.3329315185547,202.05999755859375,202.72000122070312,200.1699981689453,202.39999389648438,130991100
2015-01-21 00:00:00+00:00,171.19273376464844,203.0800018310547,203.66000366210938,200.94000244140625,201.5,122942700
2015-01-22 00:00:00+00:00,173.7385711669922,206.10000610351562,206.25999450683594,202.3300018310547,203.99000549316406,174356000
2015-01-23 00:00:00+00:00,172.78599548339844,204.97000122070312,206.10000610351562,204.80999755859375,205.7899932861328,117516800
2015-01-26 00:00:00+00:00,173.19061279296875,205.4499969482422,205.55999755859375,203.85000610351562,204.7100067138672,92009700
2015-01-27 00:00:00+00:00,170.90615844726562,202.74000549316406,204.1199951171875,201.74000549316406,202.97000122070312,134044600
2015-01-28 00:00:00+00:00,168.71434020996094,200.13999938964844,204.2899932861328,199.91000366210938,204.1699981689453,168514300
2015-01-29 00:00:00+00:00,170.27391052246094,201.99000549316406,202.3000030517578,198.67999267578125,200.3800048828125,173585400
2015-01-30 00:00:00+00:00,168.13272094726562,199.4499969482422,202.1699981689453,199.1300048828125,200.57000732421875,197729700
2015-02-02 00:00:00+00:00,170.21487426757812,201.9199981689453,202.02999877929688,197.86000061035156,200.0500030517578,163107000
2015-02-03 00:00:00+00:00,172.67637634277344,204.83999633789062,204.85000610351562,202.5500030517578,203.0,124212900
2015-02-04 00:00:00+00:00,172.01885986328125,204.05999755859375,205.3800048828125,203.50999450683594,203.9199981689453,134306700
2015-02-05 00:00:00+00:00,173.75547790527344,206.1199951171875,206.3000030517578,204.77000427246094,204.86000061035156,97953200
2015-02-06 00:00:00+00:00,173.2749481201172,205.5500030517578,207.24000549316406,204.9199981689453,206.55999755859375,125672000
2015-02-09 00:00:00+00:00,172.4993438720703,204.6300048828125,205.63999938964844,204.13999938964844,204.77000427246094,87219000
2015-02-10 00:00:00+00:00,174.3370819091797,206.80999755859375,207.1199951171875,204.67999267578125,205.8800048828125,96164200
2015-02-11 00:00:00+00:00,174.438232421875,206.92999267578125,207.4499969482422,205.8300018310547,206.61000061035156,91087800
2015-02-12 00:00:00+00:00,176.11581420898438,208.9199981689453,208.99000549316406,206.97000122070312,207.88999938964844,97545900
2015-02-13 00:00:00+00:00,176.84072875976562,209.77999877929688,209.83999633789062,208.75999450683594,209.07000732421875,93670400
2015-02-17 00:00:00+00:00,177.11891174316406,210.11000061035156,210.32000732421875,209.10000610351562,209.39999389648438,76968200
2015-02-18 00:00:00+00:00,177.13583374023438,210.1300048828125,210.22000122070312,209.33999633789062,209.66000366210938,80652900
